87000000,87000001,0,5,4
87000000,87000001,1,3,0
87000000,87000002,0,7,2
87000000,87000002,1,4,0
87000000,87000003,0,3,0
87000000,87000003,1,2,0
87000000,87000005,0,1,0
87000000,87000005,1,1,0
87000000,87000007,0,4,0
87000000,87000007,1,2,0
87000000,87000009,0,4,0
87000000,87000009,1,2,0
87000000,87000010,0,3,0
87000000,87000010,1,2,0
87000000,87000012,0,2,0
87000000,87000012,1,1,0
87000000,87000013,0,4,0
87000000,87000013,1,2,0
87000000,87000014,0,2,0
87000000,87000014,1,1,0
87000000,87000015,0,1,0
87000000,87000015,1,1,0
87000000,87000016,0,6,0
87000000,87000016,1,3,0
87000000,87000019,0,2,0
87000000,87000019,1,1,0
87000000,87000020,0,1,0
87000000,87000020,1,1,0
87000000,87000023,0,2,0
87000000,87000023,1,1,0
87000000,87000025,0,1,0
87000000,87000025,1,1,0
87000000,87000034,0,2,0
87000000,87000034,1,1,0
87000000,87000036,0,2,0
87000000,87000036,1,1,0
87000000,87000041,0,4,0
87000000,87000041,1,2,0
87000000,87000042,0,4,0
87000000,87000042,1,2,0
87000000,87000045,0,4,0
87000000,87000045,1,2,0
87000000,87000048,0,4,0
87000000,87000048,1,2,0
87000000,87000050,0,1,0
87000000,87000050,1,1,0
87000000,87000054,0,4,0
87000000,87000054,1,2,0
87000000,87000059,0,4,0
87000000,87000059,1,2,0
87000000,87000064,0,2,0
87000000,87000064,1,1,0
87000000,87000065,0,4,0
87000000,87000065,1,2,0
87000000,87000073,0,2,0
87000000,87000073,1,1,0
87000000,87000078,0,2,0
87000000,87000078,1,1,0
87000000,87000081,0,2,0
87000000,87000081,1,1,0
87000000,87000086,0,2,0
87000000,87000086,1,1,0
87000000,87000091,0,2,0
87000000,87000091,1,1,0
87000001,87000000,0,6,4
87000001,87000000,1,4,2
87000001,87000002,0,1,1
87000001,87000002,1,1,0
87000001,87000003,0,3,0
87000001,87000003,1,2,0
87000001,87000004,0,3,3
87000001,87000004,1,2,0
87000001,87000006,0,1,0
87000001,87000006,1,1,0
87000001,87000009,0,2,0
87000001,87000009,1,1,0
87000001,87000011,0,3,0
87000001,87000011,1,2,0
87000001,87000012,0,4,0
87000001,87000012,1,2,0
87000001,87000013,0,4,0
87000001,87000013,1,2,0
87000001,87000014,0,4,0
87000001,87000014,1,2,0
87000001,87000015,0,2,0
87000001,87000015,1,1,0
87000001,87000016,0,7,0
87000001,87000016,1,4,0
87000001,87000019,0,2,0
87000001,87000019,1,1,0
87000001,87000021,0,1,0
87000001,87000021,1,1,0
87000001,87000022,0,2,0
87000001,87000022,1,1,0
87000001,87000026,0,3,0
87000001,87000026,1,2,0
87000001,87000027,0,4,0
87000001,87000027,1,2,0
87000001,87000032,0,2,0
87000001,87000032,1,1,0
87000001,87000037,0,2,0
87000001,87000037,1,1,0
87000001,87000039,0,2,0
87000001,87000039,1,1,0
87000001,87000041,0,4,0
87000001,87000041,1,2,0
87000001,87000042,0,4,0
87000001,87000042,1,2,0
87000001,87000044,0,6,0
87000001,87000044,1,3,0
87000001,87000046,0,4,0
87000001,87000046,1,2,0
87000001,87000047,0,4,0
